genome,completeness,contamination,length,N50
14_0929_09_40cm_Bacteria_7151_55_8.fasta,20.69,1.72,,
14_0929_09_40cm_Bacteria_7146_59_6.fasta,20.14,1.72,,
14_0929_09_40cm_Bacteria_7101_55_9.fasta,19.36,3.21,,
14_0929_09_40cm_Actinobacteria_7093_72_5.fasta,18.25,0.0,,
14_0929_09_40cm_Bacteria_7158_68_5.fasta,17.24,0.0,,
14_0929_09_40cm_Bacteria_7150_56_9.fasta,16.38,1.72,,
14_0929_09_40cm_Bacteria_7085_67_5.fasta,15.41,0.0,,
14_0929_09_40cm_Bacteria_7111_56_5.fasta,15.31,0.81,,
14_0929_09_40cm_Bacteria_7137_64_7.fasta,14.95,1.72,,
14_0929_09_40cm_unknown_7136_62_8.fasta,14.83,5.26,,
14_0929_09_40cm_unknown_7094_52_7.fasta,14.44,0.0,,
14_0929_09_40cm_Bacteria_7156_56_6.fasta,14.42,0.0,,
14_0929_09_40cm_Euryarchaeota_7102_63_12.fasta,13.87,0.0,,
14_0929_09_40cm_Bacteria_7157_66_6.fasta,13.79,0.0,,
14_0929_09_40cm_Bacteria_7153_57_11.fasta,12.62,1.4,,
14_0929_09_40cm_Bacteria_7125_68_5.fasta,12.12,0.99,,
14_0929_09_40cm_Bacteria_7139_69_7.fasta,9.56,0.0,,
14_0929_09_40cm_Euryarchaeota_7133_60_10.fasta,9.42,0.93,,
14_0929_09_40cm_unknown_7159_52_14.fasta,9.41,0.0,,
14_0929_09_40cm_unknown_7154_52_8.fasta,9.35,0.0,,
14_0929_09_40cm_Bacteria_7144_66_9.fasta,9.25,0.16,,
14_0929_09_40cm_Bacteria_7138_67_8.fasta,8.86,0.0,,
14_0929_09_40cm_Bacteria_7148_66_8.fasta,7.84,0.0,,
14_0929_09_40cm_Bacteria_7149_68_7.fasta,6.27,0.0,,
14_0929_09_40cm_Acidobacteria_7145_57_7.fasta,6.27,0.0,,
14_0929_09_40cm_Betaproteobacteria_7127_64_6.fasta,5.97,0.0,,
14_0929_09_40cm_Bacteria_7143_56_7.fasta,5.15,0.0,,
14_0929_09_40cm_Bacteria_7126_65_7.fasta,4.06,0.61,,
14_0929_09_40cm_Bacteria_7152_68_7.fasta,0.96,0.0,,
14_0929_12_20cm_Acidobacteria_7166_57_13.fasta,98.81,2.56,7159624.0,81218.0
14_0929_12_20cm_Bacteria_7168_68_10.fasta,98.15,1.85,3319193.0,42914.0
14_0929_12_20cm_Bacteria_7165_57_15.fasta,97.95,4.13,7716925.0,41440.0
14_0929_12_20cm_Bacteria_7214_66_9.fasta,97.02,15.12,3252788.0,12487.0
14_0929_12_20cm_Bacteria_7180_68_10.fasta,96.76,3.4,2377649.0,17772.0
14_0929_12_20cm_Bacteria_7169_68_15.fasta,96.04,3.52,3125098.0,27030.0
14_0929_12_20cm_Bacteria_7172_66_10.fasta,95.83,1.85,2966143.0,21895.0
14_0929_12_20cm_Proteobacteria_7163_67_18.fasta,95.65,5.95,4307948.0,68599.0
14_0929_12_20cm_Bacteria_7170_58_19.fasta,95.51,7.69,10607138.0,46988.0
14_0929_12_20cm_Acidobacteria_7178_56_8.fasta,95.25,1.03,4372467.0,35832.0
14_0929_12_20cm_Acidobacteria_7226_58_8.fasta,94.92,5.18,6187204.0,16299.0
14_0929_12_20cm_Bacteria_7182_66_11.fasta,94.92,3.7,3371949.0,16617.0
14_0929_12_20cm_Bacteria_7162_57_18.fasta,94.87,4.27,6995900.0,51050.0
14_0929_12_20cm_Bacteria_7201_55_18.fasta,93.92,5.43,2612952.0,11998.0
14_0929_12_20cm_Gemmatimonadetes_7209_69_18.fasta,93.91,12.09,4154683.0,31635.0
14_0929_12_20cm_Bacteria_7171_54_16.fasta,93.88,5.74,3692944.0,20024.0
14_0929_12_20cm_Armatimonadetes_7175_65_9.fasta,93.52,5.0,2952475.0,37449.0
14_0929_12_20cm_Gemmatimonadetes_7183_69_25.fasta,93.31,3.85,3114547.0,15688.0
14_0929_12_20cm_Nitrospirae_7177_62_8.fasta,93.18,13.24,2597465.0,10004.0
14_0929_12_20cm_Bacteria_7193_69_8.fasta,92.71,6.38,4188706.0,16326.0
14_0929_12_20cm_Proteobacteria_7216_68_7.fasta,92.69,3.87,4718005.0,11464.0
14_0929_12_20cm_Acidobacteria_7198_65_6.fasta,92.69,7.03,6451388.0,13344.0
14_0929_12_20cm_Bacteria_7231_59_8.fasta,92.38,19.35,6606164.0,10286.0
14_0929_12_20cm_Bacteria_7164_66_7.fasta,91.67,3.91,2938891.0,16684.0
14_0929_12_20cm_Bacteria_7184_66_10.fasta,90.9,2.52,2565614.0,20904.0
14_0929_12_20cm_Bacteria_7204_57_8.fasta,90.88,10.02,6165765.0,12430.0
14_0929_12_20cm_Bacteria_7174_66_8.fasta,90.35,3.99,2996932.0,18988.0
14_0929_12_20cm_Euryarchaeota_7187_65_13.fasta,90.27,5.91,2215265.0,10246.0
14_0929_12_20cm_Gemmatimonadetes_7202_69_10.fasta,89.92,13.84,3522856.0,21393.0
14_0929_12_20cm_Deltaproteobacteria_7188_55_6.fasta,89.77,1.61,5683533.0,10547.0
14_0929_12_20cm_Bacteria_7210_68_17.fasta,89.38,4.17,3658542.0,19367.0
14_0929_12_20cm_Bacteria_7167_66_7.fasta,89.01,1.85,2463812.0,14245.0
14_0929_12_20cm_Acidobacteria_7185_61_13.fasta,88.46,7.93,4069913.0,7912.0
14_0929_12_20cm_Bacteria_7234_55_8.fasta,88.32,8.5,3166584.0,10809.0
14_0929_12_20cm_Bacteria_7189_67_7.fasta,88.26,2.97,2886597.0,16388.0
14_0929_12_20cm_Bacteria_7173_66_12.fasta,87.88,3.7,2884184.0,17750.0
14_0929_12_20cm_Betaproteobacteria_7179_67_7.fasta,86.46,5.34,3747429.0,10567.0
14_0929_12_20cm_Bacteria_7225_68_8.fasta,85.9,16.48,7350177.0,7563.0
14_0929_12_20cm_Bacteria_7176_69_7.fasta,85.39,4.63,2855874.0,15187.0
14_0929_12_20cm_Gemmatimonadetes_7223_69_6.fasta,84.94,6.59,2888257.0,9409.0
14_0929_12_20cm_Gemmatimonadetes_7241_69_7.fasta,84.74,3.3,3150010.0,12464.0
14_0929_12_20cm_Bacteria_7196_56_6.fasta,84.16,6.42,2026662.0,8662.0
14_0929_12_20cm_Bacteria_7205_58_6.fasta,83.71,6.11,5966189.0,9658.0
14_0929_12_20cm_Actinobacteria_7194_71_6.fasta,83.33,2.59,2682474.0,11409.0
14_0929_12_20cm_Alphaproteobacteria_7181_65_11.fasta,82.52,7.26,4515298.0,6320.0
14_0929_12_20cm_Verrucomicrobia_7200_56_9.fasta,82.04,4.05,2072360.0,12066.0
14_0929_12_20cm_Nitrospirae_7207_62_9.fasta,81.94,7.95,2255232.0,6770.0
14_0929_12_20cm_Proteobacteria_7206_69_27.fasta,81.02,8.11,3228062.0,5064.0
14_0929_12_20cm_Bacteria_7217_69_9.fasta,80.52,1.02,3033857.0,10710.0
14_0929_12_20cm_Bacteria_7186_66_9.fasta,80.29,4.45,2796388.0,8662.0
14_0929_12_20cm_Bacteria_7249_55_7.fasta,78.97,5.52,1946395.0,6759.0
14_0929_12_20cm_Bacteria_7215_67_11.fasta,78.1,1.19,2117374.0,15249.0
14_0929_12_20cm_Bacteria_7192_66_16.fasta,78.07,2.39,2222577.0,9196.0
14_0929_12_20cm_Bacteria_7199_66_6.fasta,77.39,0.46,2434132.0,9223.0
14_0929_12_20cm_Verrucomicrobia_7208_55_11.fasta,77.16,3.64,1884985.0,5566.0
14_0929_12_20cm_Proteobacteria_7190_65_6.fasta,77.0,1.74,3208403.0,7520.0
14_0929_12_20cm_Bacteria_7219_55_11.fasta,75.91,7.5,2359842.0,7245.0
14_0929_12_20cm_Ktedonobacter_racemifer_7290_52_7.fasta,75.71,3.85,2803264.0,9305.0
14_0929_12_20cm_Actinobacteria_7235_72_5.fasta,74.11,2.56,,
14_0929_12_20cm_Gemmatimonadetes_7203_70_8.fasta,73.89,1.16,,
14_0929_12_20cm_Deltaproteobacteria_7195_68_9.fasta,73.13,7.16,,
14_0929_12_20cm_Bacteria_7191_69_6.fasta,72.53,2.22,,
14_0929_12_20cm_Archaea_7285_52_15.fasta,71.84,8.41,,
14_0929_12_20cm_Ktedonobacter_racemifer_7265_52_6.fasta,71.61,5.15,,
14_0929_12_20cm_Archaea_7261_52_7.fasta,71.11,2.49,,
14_0929_12_20cm_Actinobacteria_7345_72_6.fasta,71.08,21.09,,
14_0929_12_20cm_Gemmatimonadetes_7274_70_9.fasta,70.6,5.66,,
14_0929_12_20cm_Gemmatimonadetes_7269_69_9.fasta,67.09,8.42,,
14_0929_12_20cm_Bacteria_7218_69_5.fasta,66.91,0.93,,
14_0929_12_20cm_Rokubacteria_7227_70_8.fasta,65.57,5.76,,
14_0929_12_20cm_Bacteria_7221_63_6.fasta,65.43,0.25,,
14_0929_12_20cm_Bacteria_7243_71_5.fasta,65.07,6.09,,
14_0929_12_20cm_Bacteria_7246_55_5.fasta,64.56,9.14,,
14_0929_12_20cm_Bacteria_7213_57_6.fasta,64.23,3.7,,
14_0929_12_20cm_Bacteria_7229_54_8.fasta,64.22,7.03,,
14_0929_12_20cm_Bacteria_7283_69_10.fasta,64.11,11.54,,
14_0929_12_20cm_Acidobacteria_7248_57_9.fasta,63.83,7.01,,
14_0929_12_20cm_Bacteria_7222_55_11.fasta,63.02,6.49,,
14_0929_12_20cm_Actinobacteria_7323_69_6.fasta,62.79,17.24,,
14_0929_12_20cm_Bacteria_7263_68_12.fasta,62.01,13.19,,
14_0929_12_20cm_Betaproteobacteria_7288_63_6.fasta,59.65,4.46,,
14_0929_12_20cm_Bacteria_7220_55_9.fasta,59.29,2.25,,
14_0929_12_20cm_Bacteria_7298_55_6.fasta,58.6,12.91,,
14_0929_12_20cm_Bacteria_7240_66_5.fasta,58.3,0.0,,
14_0929_12_20cm_Acidobacteria_7244_58_6.fasta,58.05,2.99,,
14_0929_12_20cm_Bacteria_7315_71_7.fasta,58.01,17.09,,
14_0929_12_20cm_Actinobacteria_7242_67_5.fasta,57.57,0.86,,
14_0929_12_20cm_Rokubacteria_7251_70_7.fasta,57.48,3.17,,
14_0929_12_20cm_Deltaproteobacteria_7286_70_6.fasta,56.62,2.49,,
14_0929_12_20cm_Acidobacteria_7239_57_5.fasta,56.49,0.0,,
14_0929_12_20cm_Actinobacteria_7224_71_6.fasta,56.48,1.87,,
14_0929_12_20cm_Bacteria_7230_72_7.fasta,55.2,8.37,,
14_0929_12_20cm_Bacteria_7316_66_5.fasta,55.17,4.31,,
14_0929_12_20cm_unknown_7279_52_6.fasta,54.45,5.9,,
14_0929_12_20cm_Bacteria_7260_73_4.fasta,54.43,6.2,,
14_0929_12_20cm_Betaproteobacteria_7197_64_6.fasta,54.02,1.02,,
14_0929_12_20cm_Acidobacteriales_7238_59_8.fasta,52.51,1.71,,
14_0929_12_20cm_Bacteria_7237_56_5.fasta,52.18,3.47,,
14_0929_12_20cm_Acidobacteria_7273_57_6.fasta,50.43,1.71,,
14_0929_12_20cm_Acidobacteria_7252_55_7.fasta,48.86,1.71,,
14_0929_12_20cm_Bacteria_7233_68_5.fasta,48.4,1.85,,
14_0929_12_20cm_Actinobacteria_7228_71_6.fasta,47.72,2.37,,
14_0929_12_20cm_Bacteria_7282_66_6.fasta,47.44,2.42,,
14_0929_12_20cm_Betaproteobacteria_7267_65_8.fasta,46.81,3.0,,
14_0929_12_20cm_Betaproteobacteria_7278_65_7.fasta,46.27,5.07,,
14_0929_12_20cm_Rokubacteria_7310_70_5.fasta,45.86,9.4,,
14_0929_12_20cm_Bacteria_7266_66_5.fasta,44.95,1.49,,
14_0929_12_20cm_Betaproteobacteria_7341_66_10.fasta,44.8,7.24,,
14_0929_12_20cm_Bacteria_7306_55_7.fasta,44.33,5.45,,
14_0929_12_20cm_Betaproteobacteria_7276_66_7.fasta,42.76,2.25,,
14_0929_12_20cm_Actinobacteria_7268_71_6.fasta,42.72,0.14,,
14_0929_12_20cm_Bacteria_7245_68_5.fasta,41.76,0.0,,
14_0929_12_20cm_Bacteria_7333_56_14.fasta,41.38,9.77,,
14_0929_12_20cm_Bacteria_7256_55_7.fasta,41.19,4.73,,
14_0929_12_20cm_Rokubacteria_7211_68_5.fasta,40.9,2.59,,
14_0929_12_20cm_Bacteria_7294_55_10.fasta,40.86,9.59,,
14_0929_12_20cm_unknown_7262_52_14.fasta,39.64,1.94,,
14_0929_12_20cm_Acidobacteria_7308_55_5.fasta,38.79,0.0,,
14_0929_12_20cm_Bacteria_7296_55_6.fasta,38.17,5.74,,
14_0929_12_20cm_Euryarchaeota_7250_64_13.fasta,36.93,1.6,,
14_0929_12_20cm_Bacteria_7255_55_10.fasta,35.58,1.88,,
14_0929_12_20cm_Bacteria_7317_66_5.fasta,33.45,5.17,,
14_0929_12_20cm_Bacteria_7264_70_7.fasta,33.21,3.74,,
14_0929_12_20cm_Bacteria_7307_54_6.fasta,33.17,2.15,,
14_0929_12_20cm_Bacteria_7299_61_5.fasta,33.08,1.1,,
14_0929_12_20cm_Acidobacteria_7254_57_5.fasta,32.94,0.0,,
14_0929_12_20cm_Bacteria_7351_65_5.fasta,32.78,5.54,,
14_0929_12_20cm_Euryarchaeota_7271_64_19.fasta,32.33,3.6,,
14_0929_12_20cm_Rokubacteria_7330_69_5.fasta,32.2,0.86,,
14_0929_12_20cm_Bradyrhizobium_7232_62_8.fasta,31.38,0.17,,
14_0929_12_20cm_Bacteria_7257_67_6.fasta,29.52,0.0,,
14_0929_12_20cm_Bacteria_7304_57_5.fasta,29.45,3.42,,
14_0929_12_20cm_Bacteria_7289_66_5.fasta,28.92,2.28,,
14_0929_12_20cm_Archaea_7305_52_18.fasta,28.88,0.0,,
14_0929_12_20cm_Bacteria_7318_69_6.fasta,28.8,1.2,,
14_0929_12_20cm_Bacteria_7329_66_12.fasta,28.68,2.35,,
14_0929_12_20cm_Proteobacteria_7247_64_6.fasta,28.48,1.54,,
14_0929_12_20cm_Bacteria_7291_67_4.fasta,28.06,1.9,,
14_0929_12_20cm_unknown_7342_52_10.fasta,27.83,8.74,,
14_0929_12_20cm_Bacteria_7236_67_5.fasta,27.66,0.0,,
14_0929_12_20cm_Bradyrhizobium_7348_63_6.fasta,27.29,1.88,,
14_0929_12_20cm_Bacteria_7284_68_5.fasta,27.09,2.2,,
14_0929_12_20cm_Bacteria_7334_56_5.fasta,26.59,0.0,,
14_0929_12_20cm_Bacteria_7339_69_7.fasta,26.36,4.81,,
14_0929_12_20cm_Bacteria_7295_55_7.fasta,24.94,2.03,,
14_0929_12_20cm_Rokubacteria_7277_69_7.fasta,24.92,1.1,,
14_0929_12_20cm_Actinobacteria_7326_69_7.fasta,24.67,2.04,,
14_0929_12_20cm_Actinobacteria_7349_70_5.fasta,24.53,3.76,,
14_0929_12_20cm_Bacteria_7332_65_5.fasta,24.5,5.17,,
14_0929_12_20cm_Bacteria_7327_68_7.fasta,23.74,3.18,,
14_0929_12_20cm_Bacteria_7297_55_7.fasta,23.55,2.03,,
14_0929_12_20cm_Bacteria_7352_67_5.fasta,23.35,0.0,,
14_0929_12_20cm_Bacteria_7275_64_6.fasta,22.74,2.15,,
14_0929_12_20cm_Bacteria_7353_69_5.fasta,22.73,0.0,,
14_0929_12_20cm_Euryarchaeota_7272_64_11.fasta,22.2,0.8,,
14_0929_12_20cm_Acidobacteriales_7302_60_8.fasta,22.06,1.71,,
14_0929_12_20cm_Betaproteobacteria_7212_61_6.fasta,21.69,0.0,,
14_0929_12_20cm_Bacteria_7354_67_6.fasta,21.61,1.1,,
14_0929_12_20cm_Acidobacteria_7259_56_22.fasta,21.41,0.91,,
14_0929_12_20cm_Alphaproteobacteria_7313_62_8.fasta,21.16,0.0,,
14_0929_12_20cm_Bacteria_7280_55_8.fasta,20.76,2.03,,
14_0929_12_20cm_Alphaproteobacteria_7312_63_6.fasta,20.2,1.26,,
14_0929_12_20cm_Chloroflexi_7350_55_7.fasta,19.58,0.0,,
14_0929_12_20cm_Acidobacteria_7357_57_8.fasta,18.97,0.0,,
14_0929_12_20cm_Proteobacteria_7281_66_14.fasta,18.29,0.0,,
14_0929_12_20cm_Chloroflexi_7325_68_4.fasta,17.37,0.0,,
14_0929_12_20cm_Bacteria_7359_55_7.fasta,17.09,2.03,,
14_0929_12_20cm_Bacteria_7319_67_10.fasta,16.92,1.32,,
14_0929_12_20cm_Proteobacteria_7340_65_7.fasta,16.03,0.0,,
14_0929_12_20cm_Bacteria_7347_68_6.fasta,15.92,1.67,,
14_0929_12_20cm_Bacteria_7324_65_7.fasta,15.41,3.47,,
14_0929_12_20cm_Actinobacteria_7360_71_6.fasta,15.06,1.72,,
14_0929_12_20cm_Bacteria_7258_57_5.fasta,13.69,0.21,,
14_0929_12_20cm_Bacteria_7300_56_6.fasta,13.62,1.14,,
14_0929_12_20cm_Bacteria_7335_58_6.fasta,13.28,0.0,,
14_0929_12_20cm_Bacteria_7309_66_9.fasta,13.06,0.2,,
14_0929_12_20cm_Bacteria_7361_61_11.fasta,12.93,1.72,,
14_0929_12_20cm_Bacteria_7343_55_9.fasta,12.64,0.0,,
14_0929_12_20cm_Bacteria_7270_56_7.fasta,12.33,0.0,,
14_0929_12_20cm_Bradyrhizobium_7331_63_9.fasta,12.32,1.44,,
14_0929_12_20cm_Bacteria_7337_66_5.fasta,11.57,0.0,,
14_0929_12_20cm_Bacteria_7320_68_6.fasta,11.53,0.0,,
14_0929_12_20cm_Bacteria_7287_57_6.fasta,11.13,0.0,,
14_0929_12_20cm_unknown_7328_52_7.fasta,10.84,0.0,,
14_0929_12_20cm_Actinobacteria_7346_68_6.fasta,10.03,0.47,,
14_0929_12_20cm_Actinobacteria_7322_68_9.fasta,8.72,1.55,,
14_0929_12_20cm_Bacteria_7253_67_10.fasta,8.68,0.09,,
14_0929_12_20cm_Bacteria_7292_56_7.fasta,8.3,0.11,,
14_0929_12_20cm_Ktedonobacter_racemifer_7314_54_5.fasta,8.05,0.0,,
14_0929_12_20cm_Bacteria_7358_57_8.fasta,7.99,0.68,,
14_0929_12_20cm_Bacteria_7338_66_9.fasta,7.84,1.72,,
14_0929_12_20cm_Bacteria_7344_57_6.fasta,7.76,0.16,,
14_0929_12_20cm_Bacteria_7321_67_6.fasta,7.26,0.0,,
14_0929_12_20cm_Proteobacteria_7311_65_8.fasta,6.58,0.0,,
14_0929_12_20cm_Bacteria_7303_57_9.fasta,5.84,0.0,,
14_0929_12_20cm_Bacteria_7293_68_11.fasta,5.54,0.0,,
14_0929_12_20cm_Acidobacteria_7336_56_5.fasta,4.21,0.0,,
14_0929_12_20cm_Bacteria_7301_67_5.fasta,3.94,0.29,,
14_0929_12_20cm_Bacteria_7356_55_5.fasta,0.0,0.0,,
14_0929_12_20cm_Bacteria_7355_54_7.fasta,0.0,0.0,,
14_0929_12_30cm_Acidobacteria_7365_57_12.fasta,98.81,2.14,6999201.0,92550.0
14_0929_12_30cm_Betaproteobacteria_7373_66_8.fasta,98.46,0.69,4622176.0,27207.0
14_0929_12_30cm_Gemmatimonadetes_7371_69_14.fasta,98.37,6.59,3787602.0,39539.0
14_0929_12_30cm_Gemmatimonadetes_7362_66_15.fasta,98.35,2.2,3513433.0,202465.0
14_0929_12_30cm_Gemmatimonadetes_7368_70_14.fasta,96.15,1.1,2954385.0,22350.0
14_0929_12_30cm_Bacteria_7366_66_10.fasta,95.83,4.07,3217433.0,31851.0
14_0929_12_30cm_Bacteria_7363_65_10.fasta,95.7,1.85,3313302.0,59313.0
14_0929_12_30cm_Bacteria_7370_58_11.fasta,95.66,2.56,8187649.0,33638.0
14_0929_12_30cm_Gemmatimonadetes_7380_69_12.fasta,95.6,8.34,3756572.0,39090.0
14_0929_12_30cm_Gemmatimonadetes_7374_69_22.fasta,95.6,2.2,3746401.0,50663.0
14_0929_12_30cm_Bacteria_7372_58_14.fasta,95.09,5.13,9075709.0,71979.0
14_0929_12_30cm_Bacteria_7383_54_8.fasta,95.06,2.78,3182575.0,15186.0
14_0929_12_30cm_Bacteria_7390_68_13.fasta,95.0,2.26,3950462.0,41250.0
14_0929_12_30cm_Gemmatimonadetes_7403_69_13.fasta,94.32,9.02,3583077.0,11248.0
14_0929_12_30cm_Euryarchaeota_7406_64_11.fasta,94.15,6.16,2120880.0,11883.0
14_0929_12_30cm_Bacteria_7387_67_8.fasta,93.3,6.44,2894918.0,14260.0
14_0929_12_30cm_Acidobacteria_7379_58_8.fasta,92.55,3.47,4727495.0,20789.0
14_0929_12_30cm_Nitrospirae_7378_62_21.fasta,92.27,6.36,2471465.0,21403.0
14_0929_12_30cm_Bacteria_7369_66_8.fasta,91.51,6.07,2747290.0,15435.0
14_0929_12_30cm_Bacteria_7389_66_9.fasta,90.74,6.9,3387331.0,15821.0
14_0929_12_30cm_Bacteria_7364_66_8.fasta,90.74,0.57,2512561.0,20677.0
14_0929_12_30cm_Euryarchaeota_7367_63_8.fasta,89.78,0.56,1929103.0,16839.0
14_0929_12_30cm_Armatimonadetes_7385_65_13.fasta,89.17,2.14,2627356.0,26084.0
14_0929_12_30cm_Bacteria_7384_56_9.fasta,88.53,9.91,2812735.0,12335.0
14_0929_12_30cm_Bacteria_7377_68_14.fasta,88.09,5.17,6237370.0,25496.0
14_0929_12_30cm_Gemmatimonadetes_7423_65_8.fasta,87.81,9.55,3413064.0,7520.0
14_0929_12_30cm_Bacteria_7412_58_7.fasta,87.78,6.14,6000820.0,13236.0
14_0929_12_30cm_Rokubacteria_7382_69_18.fasta,87.61,4.38,4288088.0,23419.0
14_0929_12_30cm_Bacteria_7376_60_16.fasta,87.39,21.77,6749800.0,4281.0
14_0929_12_30cm_Bacteria_7424_66_11.fasta,86.93,9.43,2547430.0,5808.0
14_0929_12_30cm_Acidobacteria_7432_59_8.fasta,86.83,21.29,4557335.0,6309.0
14_0929_12_30cm_Bacteria_7392_55_15.fasta,86.79,6.74,2595893.0,6609.0
14_0929_12_30cm_Acidobacteria_7400_57_7.fasta,85.68,4.5,5618100.0,10401.0
14_0929_12_30cm_Rokubacteria_7402_70_8.fasta,85.35,4.81,5496503.0,8424.0
14_0929_12_30cm_Proteobacteria_7404_68_14.fasta,85.17,4.27,3507613.0,8009.0
14_0929_12_30cm_Bacteria_7476_55_10.fasta,84.94,18.26,3179555.0,5683.0
14_0929_12_30cm_Gemmatimonadetes_7414_70_17.fasta,84.0,4.88,2679791.0,5922.0
14_0929_12_30cm_Thaumarchaeota_7395_39_7.fasta,82.61,1.46,1196467.0,7167.0
14_0929_12_30cm_Bacteria_7429_55_11.fasta,82.28,8.26,2793361.0,4732.0
14_0929_12_30cm_Rokubacteria_7381_69_8.fasta,81.41,4.77,3689480.0,12761.0
14_0929_12_30cm_Acidobacteria_7386_56_7.fasta,81.28,0.85,3383350.0,13361.0
14_0929_12_30cm_Rokubacteria_7408_69_9.fasta,81.03,3.41,4371625.0,15143.0
14_0929_12_30cm_Nitrospirae_7409_63_11.fasta,80.35,4.82,2074133.0,5183.0
14_0929_12_30cm_Euryarchaeota_7401_64_15.fasta,80.13,8.22,1884090.0,9714.0
14_0929_12_30cm_Gemmatimonadetes_7398_70_11.fasta,79.77,3.85,2619820.0,11930.0
14_0929_12_30cm_Euryarchaeota_7427_64_17.fasta,79.45,10.31,1813922.0,11560.0
14_0929_12_30cm_Rokubacteria_7393_68_7.fasta,79.36,8.08,4542081.0,7288.0
14_0929_12_30cm_Bacteria_7413_66_12.fasta,79.14,7.72,2593269.0,9764.0
14_0929_12_30cm_Nitrospirae_7396_62_9.fasta,79.08,5.51,2131661.0,8137.0
14_0929_12_30cm_Acidobacteria_7479_57_11.fasta,78.85,14.51,4413011.0,6245.0
14_0929_12_30cm_Gemmatimonadetes_7439_71_9.fasta,77.04,9.09,2692048.0,4463.0
14_0929_12_30cm_Bacteria_7418_67_9.fasta,76.94,1.32,2134464.0,9119.0
14_0929_12_30cm_Euryarchaeota_7425_64_26.fasta,76.67,4.62,1499200.0,11244.0
14_0929_12_30cm_Bacteria_7407_72_12.fasta,76.16,5.58,1936447.0,4493.0
14_0929_12_30cm_Bacteria_7419_66_8.fasta,75.4,8.73,2488376.0,4891.0
14_0929_12_30cm_Bacteria_7391_70_7.fasta,74.99,0.1,,
14_0929_12_30cm_Bacteria_7410_70_9.fasta,73.59,5.97,,
14_0929_12_30cm_Bacteria_7415_55_12.fasta,73.35,9.72,,
14_0929_12_30cm_Acidobacteria_7375_60_6.fasta,73.26,1.71,,
14_0929_12_30cm_Proteobacteria_7433_68_7.fasta,72.72,10.04,,
14_0929_12_30cm_Bacteria_7388_66_7.fasta,72.6,0.0,,
14_0929_12_30cm_Betaproteobacteria_7483_65_9.fasta,71.87,18.05,,
14_0929_12_30cm_Acidobacteria_7446_58_9.fasta,69.69,2.36,,
14_0929_12_30cm_Bacteria_7431_55_7.fasta,67.99,3.1,,
14_0929_12_30cm_Verrucomicrobia_7394_56_6.fasta,67.21,1.8,,
14_0929_12_30cm_Rokubacteria_7454_70_7.fasta,66.68,5.83,,
14_0929_12_30cm_Acidobacteria_7430_55_7.fasta,66.57,0.85,,
14_0929_12_30cm_Euryarchaeota_7417_65_6.fasta,65.56,1.6,,
14_0929_12_30cm_Bradyrhizobium_7416_62_8.fasta,64.9,6.13,,
14_0929_12_30cm_Bacteria_7487_55_8.fasta,63.54,4.81,,
14_0929_12_30cm_Bacteria_7399_56_6.fasta,63.05,6.48,,
14_0929_12_30cm_Acidobacteria_7435_58_6.fasta,62.77,1.71,,
14_0929_12_30cm_Bacteria_7421_71_6.fasta,62.7,1.68,,
14_0929_12_30cm_Deltaproteobacteria_7420_55_5.fasta,60.84,2.47,,
14_0929_12_30cm_Bacteria_7405_68_5.fasta,59.62,0.0,,
14_0929_12_30cm_Proteobacteria_7428_65_6.fasta,57.66,0.91,,
14_0929_12_30cm_Bacteria_7448_68_20.fasta,56.28,3.85,,
14_0929_12_30cm_Alphaproteobacteria_7436_65_6.fasta,55.75,2.54,,
14_0929_12_30cm_Bacteria_7440_56_6.fasta,55.21,4.36,,
14_0929_12_30cm_Bacteria_7397_66_6.fasta,54.9,0.0,,
14_0929_12_30cm_Bacteria_7490_57_5.fasta,54.42,8.74,,
14_0929_12_30cm_Bacteria_7444_69_6.fasta,51.71,3.24,,
14_0929_12_30cm_Betaproteobacteria_7447_66_15.fasta,50.66,8.54,,
14_0929_12_30cm_unknown_7470_52_8.fasta,50.43,1.87,,
14_0929_12_30cm_unknown_7441_51_13.fasta,50.16,5.18,,
14_0929_12_30cm_Gemmatimonadetes_7452_66_6.fasta,50.15,0.0,,
14_0929_12_30cm_Archaea_7453_57_6.fasta,49.95,0.97,,
14_0929_12_30cm_Betaproteobacteria_7464_64_10.fasta,49.94,6.14,,
14_0929_12_30cm_Bacteria_7422_68_8.fasta,48.04,2.6,,
14_0929_12_30cm_Gemmatimonadetes_7449_69_7.fasta,47.49,1.65,,
14_0929_12_30cm_Acidobacteria_7437_57_6.fasta,46.29,3.45,,
14_0929_12_30cm_Bacteria_7457_58_5.fasta,44.96,1.71,,
14_0929_12_30cm_Bacteria_7469_68_5.fasta,44.01,9.26,,
14_0929_12_30cm_Euryarchaeota_7471_64_16.fasta,43.92,5.6,,
14_0929_12_30cm_Bacteria_7411_70_5.fasta,43.61,0.89,,
14_0929_12_30cm_Bacteria_7462_62_5.fasta,43.12,0.0,,
14_0929_12_30cm_Archaea_7459_51_19.fasta,41.24,4.13,,
14_0929_12_30cm_Acidobacteria_7442_66_5.fasta,40.83,0.43,,
14_0929_12_30cm_Acidobacteria_7426_61_5.fasta,39.99,0.0,,
14_0929_12_30cm_Acidobacteria_7434_58_6.fasta,39.58,0.05,,
14_0929_12_30cm_Bacteria_7455_67_7.fasta,37.88,5.94,,
